District,Grade,Year,Demographic Category,Demographic Variable,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
18,All Grades,2013-14,Ethnicity,Other,25737,2406,23331,90.7,162,52,32.1
18,All Grades,2013-14,Ethnicity,White,49686,5424,44262,89.1,308,114,37.0
18,All Grades,2014-15,Ethnicity,Asian,35979,3287,32692,90.9,213,62,29.1
18,All Grades,2014-15,Ethnicity,Black,2614169,221685,2392484,91.5,15547,4071,26.2
18,All Grades,2014-15,Ethnicity,Hispanic,204420,26879,177541,86.9,1266,546,43.1
18,All Grades,2014-15,Ethnicity,Other,35402,3367,32035,90.5,222,78,35.1
18,All Grades,2014-15,Ethnicity,White,51052,5567,45485,89.1,305,107,35.1
18,All Grades,2015-16,Ethnicity,Asian,34057,2925,31132,91.4,210,70,33.3
18,All Grades,2015-16,Ethnicity,Black,2447588,209407,2238181,91.4,14842,3860,26.0
18,All Grades,2015-16,Ethnicity,Hispanic,196193,26811,169382,86.3,1231,557,45.2
18,All Grades,2015-16,Ethnicity,Other,38807,4103,34704,89.4,239,81,33.9
18,All Grades,2015-16,Ethnicity,White,53282,5567,47715,89.6,340,125,36.8
18,All Grades,2016-17,Ethnicity,Asian,38276,3186,35090,91.7,238,73,30.7
18,All Grades,2016-17,Ethnicity,Black,2304046,205948,2098098,91.1,14204,3923,27.6
18,All Grades,2016-17,Ethnicity,Hispanic,190946,26837,164109,85.9,1218,575,47.2
18,All Grades,2016-17,Ethnicity,Other,38629,4355,34274,88.7,248,81,32.7
18,All Grades,2016-17,Ethnicity,White,63779,6809,56970,89.3,408,148,36.3
18,All Grades,2017-18,Ethnicity,Asian,43281,4078,39203,90.6,264,94,35.6
18,All Grades,2017-18,Ethnicity,Black,2198772,206503,1992269,90.6,13382,4171,31.2
18,All Grades,2017-18,Ethnicity,Hispanic,194324,27306,167018,85.9,1232,614,49.8
18,All Grades,2017-18,Ethnicity,Other,39538,4476,35062,88.7,249,101,40.6
18,All Grades,2017-18,Ethnicity,White,75654,8225,67429,89.1,472,192,40.7
18,All Grades,2018-19,Ethnicity,Asian,45780,5541,40239,87.9,289,109,37.7
18,All Grades,2018-19,Ethnicity,Black,2082813,201751,1881062,90.3,12720,4060,31.9
18,All Grades,2018-19,Ethnicity,Hispanic,192893,26177,166716,86.4,1216,585,48.1
18,All Grades,2018-19,Ethnicity,Other,35937,3671,32266,89.8,225,89,39.6
18,All Grades,2018-19,Ethnicity,White,82843,10343,72500,87.5,517,248,48.0
18,PK in K-12 Schools,2013-14,Ethnicity,Asian,2030,s,s,s,s,s,s
18,PK in K-12 Schools,2013-14,Ethnicity,Black,80944,8696,72248,89.3,481,204,42.4
18,PK in K-12 Schools,2013-14,Ethnicity,Hispanic,5672,688,4984,87.9,34,20,58.8
18,PK in K-12 Schools,2013-14,Ethnicity,Other,671,s,s,s,s,s,s
18,PK in K-12 Schools,2013-14,Ethnicity,White,2366,257,2109,89.1,14,7,50.0
18,PK in K-12 Schools,2014-15,Ethnicity,Asian,2178,273,1905,87.5,13,6,46.2
18,PK in K-12 Schools,2014-15,Ethnicity,Black,111832,11301,100531,89.9,683,250,36.6
18,PK in K-12 Schools,2014-15,Ethnicity,Hispanic,5024,616,4408,87.7,30,14,46.7
18,PK in K-12 Schools,2014-15,Ethnicity,Other,4082,569,3513,86.1,24,13,54.2
18,PK in K-12 Schools,2014-15,Ethnicity,White,1968,172,1796,91.3,12,5,41.7
18,PK in K-12 Schools,2015-16,Ethnicity,Asian,1284,132,1152,89.7,8,3,37.5
18,PK in K-12 Schools,2015-16,Ethnicity,Black,97829,9600,88229,90.2,605,228,37.7
18,PK in K-12 Schools,2015-16,Ethnicity,Hispanic,6014,874,5140,85.5,39,26,66.7
18,PK in K-12 Schools,2015-16,Ethnicity,Other,1742,245,1497,85.9,11,6,54.5
18,PK in K-12 Schools,2015-16,Ethnicity,White,3144,386,2758,87.7,20,12,60.0
18,PK in K-12 Schools,2016-17,Ethnicity,Asian,2926,s,s,s,s,s,s
18,PK in K-12 Schools,2016-17,Ethnicity,Black,90940,8928,82012,90.2,565,222,39.3
18,PK in K-12 Schools,2016-17,Ethnicity,Hispanic,8433,1202,7231,85.7,54,32,59.3
18,PK in K-12 Schools,2016-17,Ethnicity,Other,168,s,s,s,s,s,s
18,PK in K-12 Schools,2016-17,Ethnicity,White,4408,429,3979,90.3,27,11,40.7
18,PK in K-12 Schools,2017-18,Ethnicity,Asian,2020,268,1752,86.7,12,7,58.3
18,PK in K-12 Schools,2017-18,Ethnicity,Black,91368,10136,81232,88.9,563,240,42.6
18,PK in K-12 Schools,2017-18,Ethnicity,Hispanic,7582,1149,6433,84.8,46,32,69.6
18,PK in K-12 Schools,2017-18,Ethnicity,Other,1237,148,1089,88.0,8,4,50.0
18,PK in K-12 Schools,2017-18,Ethnicity,White,4717,555,4162,88.2,30,18,60.0
18,PK in K-12 Schools,2018-19,Ethnicity,Asian,1796,259,1537,85.6,12,6,50.0
18,PK in K-12 Schools,2018-19,Ethnicity,Black,84175,8855,75320,89.5,511,205,40.1
18,PK in K-12 Schools,2018-19,Ethnicity,Hispanic,8832,908,7924,89.7,53,19,35.8
18,PK in K-12 Schools,2018-19,Ethnicity,Other,1182,127,1055,89.3,7,4,57.1
18,PK in K-12 Schools,2018-19,Ethnicity,White,6434,927,5507,85.6,41,27,65.9
18,0K,2013-14,Ethnicity,Asian,3258,403,2855,87.6,20,10,50.0
18,0K,2013-14,Ethnicity,Black,183115,16713,166402,90.9,1099,381,34.7
18,0K,2013-14,Ethnicity,Hispanic,16665,2028,14637,87.8,102,46,45.1
18,0K,2013-14,Ethnicity,Other,1486,190,1296,87.2,9,5,55.6
18,0K,2013-14,Ethnicity,White,3820,549,3271,85.6,24,13,54.2
18,0K,2014-15,Ethnicity,Asian,4452,375,4077,91.6,26,8,30.8
18,0K,2014-15,Ethnicity,Black,183965,16934,167031,90.8,1085,355,32.7
18,0K,2014-15,Ethnicity,Hispanic,15595,1842,13753,88.2,96,45,46.9
18,0K,2014-15,Ethnicity,Other,2810,309,2501,89.0,16,7,43.8
18,0K,2014-15,Ethnicity,White,4880,459,4421,90.6,27,10,37.0
18,0K,2015-16,Ethnicity,Asian,2335,242,2093,89.6,15,7,46.7
18,0K,2015-16,Ethnicity,Black,170476,14427,156049,91.5,1032,312,30.2
18,0K,2015-16,Ethnicity,Hispanic,16115,1917,14198,88.1,100,47,47.0
18,0K,2015-16,Ethnicity,Other,4324,487,3837,88.7,25,11,44.0
18,0K,2015-16,Ethnicity,White,3321,277,3044,91.7,21,5,23.8
18,0K,2016-17,Ethnicity,Asian,2237,201,2036,91.0,13,5,38.5
18,0K,2016-17,Ethnicity,Black,162578,13948,148630,91.4,990,313,31.6
18,0K,2016-17,Ethnicity,Hispanic,11463,1519,9944,86.7,74,39,52.7
18,0K,2016-17,Ethnicity,Other,2639,285,2354,89.2,15,3,20.0
18,0K,2016-17,Ethnicity,White,5050,574,4476,88.6,33,14,42.4
18,0K,2017-18,Ethnicity,Asian,4620,336,4284,92.7,28,7,25.0
18,0K,2017-18,Ethnicity,Black,148378,13935,134443,90.6,896,323,36.0
18,0K,2017-18,Ethnicity,Hispanic,13842,1579,12263,88.6,87,43,49.4
18,0K,2017-18,Ethnicity,Other,1829,189,1640,89.7,12,4,33.3
18,0K,2017-18,Ethnicity,White,6317,622,5695,90.2,38,15,39.5
18,0K,2018-19,Ethnicity,Asian,3216,318,2898,90.1,20,8,40.0
18,0K,2018-19,Ethnicity,Black,133140,12282,120858,90.8,807,277,34.3
18,0K,2018-19,Ethnicity,Hispanic,11095,1458,9637,86.9,71,42,59.2
18,0K,2018-19,Ethnicity,Other,1660,185,1475,88.9,12,7,58.3
18,0K,2018-19,Ethnicity,White,7205,863,6342,88.0,45,22,48.9
18,1,2013-14,Ethnicity,Asian,2472,175,2297,92.9,14,4,28.6
18,1,2013-14,Ethnicity,Black,222553,16475,206078,92.6,1321,324,24.5
18,1,2013-14,Ethnicity,Hispanic,16009,1740,14269,89.1,94,41,43.6
18,1,2013-14,Ethnicity,Other,3469,329,3140,90.5,21,6,28.6
18,1,2013-14,Ethnicity,White,4008,362,3646,91.0,25,7,28.0
18,1,2014-15,Ethnicity,Asian,3275,297,2978,90.9,19,6,31.6
18,1,2014-15,Ethnicity,Black,199650,14933,184717,92.5,1177,304,25.8
18,1,2014-15,Ethnicity,Hispanic,18874,1692,17182,91.0,112,34,30.4
18,1,2014-15,Ethnicity,Other,1742,164,1578,90.6,11,4,36.4
18,1,2014-15,Ethnicity,White,4856,571,4285,88.2,31,14,45.2
18,1,2015-16,Ethnicity,Asian,4504,292,4212,93.5,26,5,19.2
18,1,2015-16,Ethnicity,Black,191175,13574,177601,92.9,1154,278,24.1
18,1,2015-16,Ethnicity,Hispanic,14199,1374,12825,90.3,85,31,36.5
18,1,2015-16,Ethnicity,Other,3502,383,3119,89.1,20,10,50.0
18,1,2015-16,Ethnicity,White,5487,464,5023,91.5,33,10,30.3
18,1,2016-17,Ethnicity,Asian,3304,262,3042,92.1,21,7,33.3
18,1,2016-17,Ethnicity,Black,169370,12249,157121,92.8,1030,249,24.2
18,1,2016-17,Ethnicity,Hispanic,15636,1548,14088,90.1,96,39,40.6
18,1,2016-17,Ethnicity,Other,4112,302,3810,92.7,26,6,23.1
18,1,2016-17,Ethnicity,White,4902,384,4518,92.2,32,9,28.1
18,1,2017-18,Ethnicity,Asian,2517,181,2336,92.8,15,4,26.7
18,1,2017-18,Ethnicity,Black,164452,12721,151731,92.3,978,282,28.8
18,1,2017-18,Ethnicity,Hispanic,11019,1154,9865,89.5,72,33,45.8
18,1,2017-18,Ethnicity,Other,2269,210,2059,90.7,14,5,35.7
18,1,2017-18,Ethnicity,White,6712,565,6147,91.6,41,13,31.7
18,1,2018-19,Ethnicity,Asian,5013,544,4469,89.1,32,13,40.6
18,1,2018-19,Ethnicity,Black,141705,11519,130186,91.9,857,262,30.6
18,1,2018-19,Ethnicity,Hispanic,14274,1638,12636,88.5,85,43,50.6
18,1,2018-19,Ethnicity,Other,1937,163,1774,91.6,12,5,41.7
18,1,2018-19,Ethnicity,White,6793,657,6136,90.3,42,16,38.1
18,2,2013-14,Ethnicity,Asian,3626,263,3363,92.7,22,8,36.4
18,2,2013-14,Ethnicity,Black,211239,14002,197237,93.4,1236,262,21.2
18,2,2013-14,Ethnicity,Hispanic,13822,1244,12578,91.0,85,32,37.6
18,2,2013-14,Ethnicity,Other,1980,151,1829,92.4,11,3,27.3
18,2,2013-14,Ethnicity,White,6527,474,6053,92.7,39,8,20.5
18,2,2014-15,Ethnicity,Asian,3140,219,2921,93.0,18,4,22.2
18,2,2014-15,Ethnicity,Black,213394,12874,200520,94.0,1235,230,18.6
18,2,2014-15,Ethnicity,Hispanic,15466,1348,14118,91.3,93,26,28.0
18,2,2014-15,Ethnicity,Other,3726,242,3484,93.5,22,5,22.7
18,2,2014-15,Ethnicity,White,4429,238,4191,94.6,25,4,16.0
18,2,2015-16,Ethnicity,Asian,3200,247,2953,92.3,20,7,35.0
18,2,2015-16,Ethnicity,Black,181538,11197,170341,93.8,1082,225,20.8
18,2,2015-16,Ethnicity,Hispanic,15570,1283,14287,91.8,95,26,27.4
18,2,2015-16,Ethnicity,Other,1862,135,1727,92.7,11,3,27.3
18,2,2015-16,Ethnicity,White,5305,492,4813,90.7,33,12,36.4
18,2,2016-17,Ethnicity,Asian,4122,289,3833,93.0,27,9,33.3
18,2,2016-17,Ethnicity,Black,180836,11962,168874,93.4,1094,239,21.8
18,2,2016-17,Ethnicity,Hispanic,14656,1413,13243,90.4,90,36,40.0
18,2,2016-17,Ethnicity,Other,2990,234,2756,92.2,17,5,29.4
18,2,2016-17,Ethnicity,White,5352,378,4974,92.9,32,6,18.8
18,2,2017-18,Ethnicity,Asian,3319,293,3026,91.2,19,6,31.6
18,2,2017-18,Ethnicity,Black,163435,11032,152403,93.2,964,220,22.8
18,2,2017-18,Ethnicity,Hispanic,16850,1683,15167,90.0,103,43,41.7
18,2,2017-18,Ethnicity,Other,4205,405,3800,90.4,24,10,41.7
18,2,2017-18,Ethnicity,White,5609,411,5198,92.7,33,9,27.3
18,2,2018-19,Ethnicity,Asian,3010,197,2813,93.5,18,3,16.7
18,2,2018-19,Ethnicity,Black,164978,11620,153358,93.0,984,237,24.1
18,2,2018-19,Ethnicity,Hispanic,10561,957,9604,90.9,63,23,36.5
18,2,2018-19,Ethnicity,Other,1436,94,1342,93.5,9,1,11.1
18,2,2018-19,Ethnicity,White,6464,526,5938,91.9,41,12,29.3
18,3,2013-14,Ethnicity,Asian,3365,182,3183,94.6,19,4,21.1
18,3,2013-14,Ethnicity,Black,235756,14475,221281,93.9,1375,252,18.3
18,3,2013-14,Ethnicity,Hispanic,11610,1115,10495,90.4,71,27,38.0
18,3,2013-14,Ethnicity,Other,2423,183,2240,92.4,15,4,26.7
18,3,2013-14,Ethnicity,White,4398,325,4073,92.6,25,8,32.0
18,3,2014-15,Ethnicity,Asian,3543,244,3299,93.1,21,6,28.6
18,3,2014-15,Ethnicity,Black,208382,12186,196196,94.2,1196,198,16.6
18,3,2014-15,Ethnicity,Hispanic,12372,1047,11325,91.5,76,28,36.8
18,3,2014-15,Ethnicity,Other,2537,198,2339,92.2,15,6,40.0
18,3,2014-15,Ethnicity,White,6450,416,6034,93.6,37,7,18.9
18,3,2015-16,Ethnicity,Asian,3424,224,3200,93.5,20,6,30.0
18,3,2015-16,Ethnicity,Black,209689,11078,198611,94.7,1243,188,15.1
18,3,2015-16,Ethnicity,Hispanic,14947,1245,13702,91.7,88,24,27.3
18,3,2015-16,Ethnicity,Other,3504,172,3332,95.1,20,2,10.0
18,3,2015-16,Ethnicity,White,4269,244,4025,94.3,25,3,12.0
18,3,2016-17,Ethnicity,Asian,3570,s,s,s,s,s,s
18,3,2016-17,Ethnicity,Black,179409,10965,168444,93.9,1078,216,20.0
18,3,2016-17,Ethnicity,Hispanic,15394,1182,14212,92.3,101,28,27.7
18,3,2016-17,Ethnicity,Other,2016,s,s,s,s,s,s
18,3,2016-17,Ethnicity,White,6045,569,5476,90.6,35,14,40.0
18,3,2017-18,Ethnicity,Asian,4447,287,4160,93.5,26,7,26.9
18,3,2017-18,Ethnicity,Black,179791,12363,167428,93.1,1060,250,23.6
18,3,2017-18,Ethnicity,Hispanic,14695,1310,13385,91.1,90,34,37.8
18,3,2017-18,Ethnicity,Other,3188,285,2903,91.1,18,6,33.3
18,3,2017-18,Ethnicity,White,6100,603,5497,90.1,38,13,34.2
18,3,2018-19,Ethnicity,Asian,3208,456,2752,85.8,20,8,40.0
18,3,2018-19,Ethnicity,Black,161771,11452,150319,92.9,959,230,24.0
18,3,2018-19,Ethnicity,Hispanic,17337,1684,15653,90.3,104,42,40.4
18,3,2018-19,Ethnicity,Other,4504,363,4141,91.9,26,8,30.8
18,3,2018-19,Ethnicity,White,5652,449,5203,92.1,34,13,38.2
18,4,2013-14,Ethnicity,Asian,3064,140,2924,95.4,19,2,10.5
18,4,2013-14,Ethnicity,Black,227470,13184,214286,94.2,1322,220,16.6
18,4,2013-14,Ethnicity,Hispanic,13052,965,12087,92.6,77,23,29.9
18,4,2013-14,Ethnicity,Other,1603,114,1489,92.9,9,2,22.2
18,4,2013-14,Ethnicity,White,3768,223,3545,94.1,23,3,13.0
18,4,2014-15,Ethnicity,Asian,2477,83,2394,96.6,14,0,0.0
18,4,2014-15,Ethnicity,Black,234097,13238,220859,94.3,1345,226,16.8
18,4,2014-15,Ethnicity,Hispanic,12514,1096,11418,91.2,79,30,38.0
18,4,2014-15,Ethnicity,Other,3083,131,2952,95.8,18,2,11.1
18,4,2014-15,Ethnicity,White,4638,323,4315,93.0,28,7,25.0
18,4,2015-16,Ethnicity,Asian,3360,238,3122,92.9,20,7,35.0
18,4,2015-16,Ethnicity,Black,201559,10926,190633,94.6,1176,181,15.4
18,4,2015-16,Ethnicity,Hispanic,13154,1183,11971,91.0,77,31,40.3
18,4,2015-16,Ethnicity,Other,2476,202,2274,91.8,14,5,35.7
18,4,2015-16,Ethnicity,White,6269,303,5966,95.2,38,4,10.5
18,4,2016-17,Ethnicity,Asian,4282,293,3989,93.2,25,7,28.0
18,4,2016-17,Ethnicity,Black,205532,11612,193920,94.4,1218,196,16.1
18,4,2016-17,Ethnicity,Hispanic,15507,1356,14151,91.3,93,30,32.3
18,4,2016-17,Ethnicity,Other,3136,197,2939,93.7,19,2,10.5
18,4,2016-17,Ethnicity,White,5329,313,5016,94.1,35,5,14.3
18,4,2017-18,Ethnicity,Asian,2943,110,2833,96.3,17,2,11.8
18,4,2017-18,Ethnicity,Black,178286,11254,167032,93.7,1048,228,21.8
18,4,2017-18,Ethnicity,Hispanic,15087,1291,13796,91.4,93,35,37.6
18,4,2017-18,Ethnicity,Other,2065,133,1932,93.6,12,3,25.0
18,4,2017-18,Ethnicity,White,7019,679,6340,90.3,41,15,36.6
18,4,2018-19,Ethnicity,Asian,4479,265,4214,94.1,26,6,23.1
18,4,2018-19,Ethnicity,Black,175939,10968,164971,93.8,1035,223,21.5
18,4,2018-19,Ethnicity,Hispanic,14753,1188,13565,91.9,88,26,29.5
18,4,2018-19,Ethnicity,Other,3071,273,2798,91.1,18,8,44.4
18,4,2018-19,Ethnicity,White,5336,504,4832,90.6,33,14,42.4
18,5,2013-14,Ethnicity,Asian,1714,124,1590,92.8,10,2,20.0
18,5,2013-14,Ethnicity,Black,221360,13251,208109,94.0,1279,210,16.4
18,5,2013-14,Ethnicity,Hispanic,11357,998,10359,91.2,68,22,32.4
18,5,2013-14,Ethnicity,Other,1031,114,917,88.9,7,3,42.9
18,5,2013-14,Ethnicity,White,3433,268,3165,92.2,20,6,30.0
18,5,2014-15,Ethnicity,Asian,2946,154,2792,94.8,17,3,17.6
18,5,2014-15,Ethnicity,Black,200054,11582,188472,94.2,1142,200,17.5
18,5,2014-15,Ethnicity,Hispanic,12357,985,11372,92.0,74,25,33.8
18,5,2014-15,Ethnicity,Other,1612,77,1535,95.2,11,2,18.2
18,5,2014-15,Ethnicity,White,3371,240,3131,92.9,19,3,15.8
18,5,2015-16,Ethnicity,Asian,2123,102,2021,95.2,12,2,16.7
18,5,2015-16,Ethnicity,Black,211672,11297,200375,94.7,1227,189,15.4
18,5,2015-16,Ethnicity,Hispanic,10988,1028,9960,90.6,67,27,40.3
18,5,2015-16,Ethnicity,Other,2775,150,2625,94.6,17,2,11.8
18,5,2015-16,Ethnicity,White,5259,415,4844,92.1,33,9,27.3
18,5,2016-17,Ethnicity,Asian,2589,134,2455,94.8,17,4,23.5
18,5,2016-17,Ethnicity,Black,184007,11140,172867,93.9,1086,178,16.4
18,5,2016-17,Ethnicity,Hispanic,12843,1221,11622,90.5,75,27,36.0
18,5,2016-17,Ethnicity,Other,2859,346,2513,87.9,19,8,42.1
18,5,2016-17,Ethnicity,White,6407,365,6042,94.3,39,7,17.9
18,5,2017-18,Ethnicity,Asian,4392,346,4046,92.1,27,9,33.3
18,5,2017-18,Ethnicity,Black,192437,12078,180359,93.7,1119,220,19.7
18,5,2017-18,Ethnicity,Hispanic,14099,1280,12819,90.9,85,33,38.8
18,5,2017-18,Ethnicity,Other,3140,340,2800,89.2,18,4,22.2
18,5,2017-18,Ethnicity,White,6617,493,6124,92.5,40,13,32.5
18,5,2018-19,Ethnicity,Asian,2818,143,2675,94.9,17,2,11.8
18,5,2018-19,Ethnicity,Black,167961,11296,156665,93.3,984,212,21.5
18,5,2018-19,Ethnicity,Hispanic,14755,1077,13678,92.7,88,25,28.4
18,5,2018-19,Ethnicity,Other,2505,202,2303,91.9,15,6,40.0
18,5,2018-19,Ethnicity,White,7424,852,6572,88.5,43,20,46.5
18,6,2013-14,Ethnicity,Asian,1080,65,1015,94.0,6,2,33.3
18,6,2013-14,Ethnicity,Black,224370,13273,211097,94.1,1303,227,17.4
18,6,2013-14,Ethnicity,Hispanic,15217,1196,14021,92.1,91,26,28.6
18,6,2013-14,Ethnicity,Other,1954,273,1681,86.0,11,4,36.4
18,6,2013-14,Ethnicity,White,4673,458,4215,90.2,28,13,46.4
18,6,2014-15,Ethnicity,Asian,2111,141,1970,93.3,13,2,15.4
18,6,2014-15,Ethnicity,Black,197989,11277,186712,94.3,1129,186,16.5
18,6,2014-15,Ethnicity,Hispanic,12644,1281,11363,89.9,77,31,40.3
18,6,2014-15,Ethnicity,Other,1880,250,1630,86.7,11,4,36.4
18,6,2014-15,Ethnicity,White,2001,210,1791,89.5,11,4,36.4
18,6,2015-16,Ethnicity,Asian,1768,89,1679,95.0,10,2,20.0
18,6,2015-16,Ethnicity,Black,166555,9309,157246,94.4,975,154,15.8
18,6,2015-16,Ethnicity,Hispanic,12495,1164,11331,90.7,75,26,34.7
18,6,2015-16,Ethnicity,Other,1802,114,1688,93.7,10,1,10.0
18,6,2015-16,Ethnicity,White,2974,293,2681,90.1,20,11,55.0
18,6,2016-17,Ethnicity,Asian,2014,102,1912,94.9,12,2,16.7
18,6,2016-17,Ethnicity,Black,175692,10318,165374,94.1,1034,178,17.2
18,6,2016-17,Ethnicity,Hispanic,10091,977,9114,90.3,63,25,39.7
18,6,2016-17,Ethnicity,Other,2112,113,1999,94.6,12,2,16.7
18,6,2016-17,Ethnicity,White,4422,344,4078,92.2,28,10,35.7
18,6,2017-18,Ethnicity,Asian,2346,194,2152,91.7,14,6,42.9
18,6,2017-18,Ethnicity,Black,171345,11728,159617,93.2,996,217,21.8
18,6,2017-18,Ethnicity,Hispanic,12188,1429,10759,88.3,76,33,43.4
18,6,2017-18,Ethnicity,Other,2655,192,2463,92.8,15,3,20.0
18,6,2017-18,Ethnicity,White,4745,347,4398,92.7,27,5,18.5
18,6,2018-19,Ethnicity,Asian,3262,420,2842,87.1,19,8,42.1
18,6,2018-19,Ethnicity,Black,167241,10230,157011,93.9,971,184,18.9
18,6,2018-19,Ethnicity,Hispanic,15262,1442,13820,90.6,91,30,33.0
18,6,2018-19,Ethnicity,Other,4046,297,3749,92.7,24,7,29.2
18,6,2018-19,Ethnicity,White,5049,566,4483,88.8,31,15,48.4
18,7,2013-14,Ethnicity,Asian,1361,47,1314,96.5,8,1,12.5
18,7,2013-14,Ethnicity,Black,226971,13691,213280,94.0,1320,226,17.1
18,7,2013-14,Ethnicity,Hispanic,12822,1055,11767,91.8,74,24,32.4
18,7,2013-14,Ethnicity,Other,1243,63,1180,94.9,8,1,12.5
18,7,2013-14,Ethnicity,White,3934,342,3592,91.3,22,5,22.7
18,7,2014-15,Ethnicity,Asian,1092,26,1066,97.6,6,0,0.0
18,7,2014-15,Ethnicity,Black,219970,14037,205933,93.6,1244,236,19.0
18,7,2014-15,Ethnicity,Hispanic,13821,1151,12670,91.7,79,25,31.6
18,7,2014-15,Ethnicity,Other,1759,198,1561,88.7,11,6,54.5
18,7,2014-15,Ethnicity,White,4469,438,4031,90.2,25,10,40.0
18,7,2015-16,Ethnicity,Asian,890,s,s,s,s,s,s
18,7,2015-16,Ethnicity,Black,192527,10701,181826,94.4,1117,177,15.8
18,7,2015-16,Ethnicity,Hispanic,11359,1158,10201,89.8,68,30,44.1
18,7,2015-16,Ethnicity,Other,2178,s,s,s,s,s,s
18,7,2015-16,Ethnicity,White,2290,250,2040,89.1,15,7,46.7
18,7,2016-17,Ethnicity,Asian,1822,123,1699,93.2,11,1,9.1
18,7,2016-17,Ethnicity,Black,167372,10081,157291,94.0,984,171,17.4
18,7,2016-17,Ethnicity,Hispanic,12327,1257,11070,89.8,74,30,40.5
18,7,2016-17,Ethnicity,Other,2138,230,1908,89.2,13,7,53.8
18,7,2016-17,Ethnicity,White,3506,385,3121,89.0,21,9,42.9
18,7,2017-18,Ethnicity,Asian,2492,171,2321,93.1,14,5,35.7
18,7,2017-18,Ethnicity,Black,178329,12134,166195,93.2,1038,220,21.2
18,7,2017-18,Ethnicity,Hispanic,10199,1174,9025,88.5,63,30,47.6
18,7,2017-18,Ethnicity,Other,2642,181,2461,93.1,16,6,37.5
18,7,2017-18,Ethnicity,White,5168,368,4800,92.9,31,9,29.0
18,7,2018-19,Ethnicity,Asian,2938,254,2684,91.4,18,6,33.3
18,7,2018-19,Ethnicity,Black,168522,11940,156582,92.9,979,227,23.2
18,7,2018-19,Ethnicity,Hispanic,12558,1529,11029,87.8,75,35,46.7
18,7,2018-19,Ethnicity,Other,3424,264,3160,92.3,20,7,35.0
18,7,2018-19,Ethnicity,White,5278,480,4798,90.9,31,10,32.3
18,8,2013-14,Ethnicity,Asian,2299,s,s,s,s,s,s
18,8,2013-14,Ethnicity,Black,243852,16498,227354,93.2,1396,275,19.7
18,8,2013-14,Ethnicity,Hispanic,15088,1350,13738,91.1,86,25,29.1
18,8,2013-14,Ethnicity,Other,845,s,s,s,s,s,s
18,8,2013-14,Ethnicity,White,4029,355,3674,91.2,26,9,34.6
18,8,2014-15,Ethnicity,Asian,1609,107,1502,93.3,9,2,22.2
18,8,2014-15,Ethnicity,Black,222494,16166,206328,92.7,1256,241,19.2
18,8,2014-15,Ethnicity,Hispanic,13468,1304,12164,90.3,76,28,36.8
18,8,2014-15,Ethnicity,Other,1398,50,1348,96.4,8,1,12.5
18,8,2014-15,Ethnicity,White,3939,489,3450,87.6,24,11,45.8
18,8,2015-16,Ethnicity,Asian,1220,s,s,s,s,s,s
18,8,2015-16,Ethnicity,Black,216754,16029,200725,92.6,1246,275,22.1
18,8,2015-16,Ethnicity,Hispanic,12907,1178,11729,90.9,78,29,37.2
18,8,2015-16,Ethnicity,Other,2523,s,s,s,s,s,s
18,8,2015-16,Ethnicity,White,3434,345,3089,90.0,21,11,52.4
18,8,2016-17,Ethnicity,Asian,1062,104,958,90.2,6,2,33.3
18,8,2016-17,Ethnicity,Black,189258,13077,176181,93.1,1107,226,20.4
18,8,2016-17,Ethnicity,Hispanic,9741,1057,8684,89.1,59,26,44.1
18,8,2016-17,Ethnicity,Other,2591,127,2464,95.1,17,4,23.5
18,8,2016-17,Ethnicity,White,2944,310,2634,89.5,19,8,42.1
18,8,2017-18,Ethnicity,Asian,2129,245,1884,88.5,12,4,33.3
18,8,2017-18,Ethnicity,Black,170213,13951,156262,91.8,985,278,28.2
18,8,2017-18,Ethnicity,Hispanic,11543,1408,10135,87.8,69,34,49.3
18,8,2017-18,Ethnicity,Other,2206,245,1961,88.9,14,8,57.1
18,8,2017-18,Ethnicity,White,3744,438,3306,88.3,22,10,45.5
18,8,2018-19,Ethnicity,Asian,2064,131,1933,93.7,12,2,16.7
18,8,2018-19,Ethnicity,Black,174893,14818,160075,91.5,1009,279,27.7
18,8,2018-19,Ethnicity,Hispanic,10472,1297,9175,87.6,66,30,45.5
18,8,2018-19,Ethnicity,Other,3074,323,2751,89.5,18,8,44.4
18,8,2018-19,Ethnicity,White,5720,519,5201,90.9,34,12,35.3
18,9,2013-14,Ethnicity,Asian,2410,389,2021,83.9,16,8,50.0
18,9,2013-14,Ethnicity,Black,152900,21958,130942,85.6,1020,406,39.8
18,9,2013-14,Ethnicity,Hispanic,19858,4105,15753,79.3,137,81,59.1
18,9,2013-14,Ethnicity,Other,4377,231,4146,94.7,29,6,20.7
18,9,2013-14,Ethnicity,White,2983,512,2471,82.8,22,11,50.0
18,9,2014-15,Ethnicity,Asian,2167,199,1968,90.8,13,4,30.8
18,9,2014-15,Ethnicity,Black,176314,24514,151800,86.1,1141,419,36.7
18,9,2014-15,Ethnicity,Hispanic,23080,4854,18226,79.0,149,78,52.3
18,9,2014-15,Ethnicity,Other,3485,353,3132,89.9,25,9,36.0
18,9,2014-15,Ethnicity,White,3067,482,2585,84.3,21,6,28.6
18,9,2015-16,Ethnicity,Asian,3292,341,2951,89.6,23,7,30.4
